# Shadow tomography log started 2020-01-30 12:18:30
# Dimension = 32
# True state = (-0.04253849  0.06026821 -0.11189757  0.12480997  0.11420122  0.08507518  0.03483992 -0.06958561 -0.02387117  0.31656915 -0.01901664  0.24493499  0.14841320 -0.01453716 -0.04509974 -0.11346489 -0.11893803  0.06505946  0.08099915 -0.11042199 -0.00411617 -0.36350052 -0.28820120 -0.10332123  0.22114837  0.12355172 -0.04220527 -0.01048672 -0.00556871 -0.08898689 -0.04336205 -0.19881504 -0.05524026 -0.12070405  0.07842430 -0.00858368 -0.08455496  0.12185433 -0.19725007  0.05794396 -0.04262981  0.11087326  0.02171164 -0.06994538  0.14488513 -0.07044524  0.01835244 -0.06047994 -0.13057125  0.02144598  0.15899372  0.07499059  0.08441177 -0.09387125  0.15260157  0.01654506  0.15789416  0.06631318  0.03489070  0.10071068  0.01880188 -0.03118708 -0.14003723 -0.27628668)
# N        C              re0         im0         re1         im1         re2         im2         re3         im3         re4         im4         re5         im5         re6         im6         re7         im7         re8         im8         re9         im9        re10        im10        re11        im11        re12        im12        re13        im13        re14        im14        re15        im15        re16        im16        re17        im17        re18        im18        re19        im19        re20        im20        re21        im21        re22        im22        re23        im23        re24        im24        re25        im25        re26        im26        re27        im27        re28        im28        re29        im29        re30        im30        re31        im31
  86710    2377   -0.06616579  0.15965777 -0.16193338 -0.09261319 -0.17374223  0.03465965  0.18819741 -0.05838674  0.00872269 -0.33658274 -0.02458698 -0.23120656  0.08874357 -0.08188122  0.07848925  0.10443173  0.09911368 -0.08561024  0.05309777  0.11332820  0.05194869 -0.05165162 -0.01885635 -0.09382302 -0.11916493 -0.03577427 -0.05438926 -0.07017713 -0.10843792  0.02663290 -0.30651916  0.11427503 -0.10239219  0.11863418  0.08775680 -0.03886110  0.17134504 -0.01361322  0.14030287 -0.00065108 -0.07008229 -0.13073761  0.01261492 -0.07283962  0.08165674  0.12314035 -0.01057373 -0.09220138  0.17657969  0.14657436 -0.31817544 -0.16726797 -0.08536567 -0.14390874 -0.15339148  0.05826523  0.12549337  0.01056304  0.10543419 -0.02463848  0.00286370 -0.12227978 -0.04205097 -0.23202831
  91894    5184    0.08528193 -0.00476867  0.09273777  0.16790352 -0.00449371  0.00962286  0.08189067 -0.02071539  0.15715774  0.20329476 -0.06296293  0.08954721  0.00618519 -0.08082079 -0.31462159  0.01270509  0.04293974 -0.38007176 -0.10594493 -0.24890205 -0.14889382 -0.14671787  0.17175969  0.00858841 -0.21069784 -0.15808317  0.25201087 -0.07182642  0.00298294  0.07486330 -0.05637862  0.01397020  0.07533934  0.09504653  0.00711907  0.07688041  0.11478404  0.03243846 -0.07171872  0.02923741 -0.07180108  0.08063079  0.05275004 -0.03827611  0.08694654 -0.05510092 -0.04474195  0.08453566  0.12857595  0.13513100 -0.11617210 -0.14497575 -0.14768322  0.13724019  0.06268557 -0.15849260  0.11498429 -0.24505384 -0.12536386  0.07994782 -0.05997253 -0.04200705  0.09291086 -0.01517056
  96590    4696   -0.07759580 -0.30546772 -0.11141228  0.19819879  0.07523297  0.04135414  0.02838368 -0.16954755  0.13392515  0.06353090 -0.00282020  0.00469671 -0.12037119  0.00088902 -0.04202344 -0.24523609  0.09418945 -0.01627915  0.08150838 -0.06799965  0.07659244 -0.05260376 -0.08462285 -0.00352795 -0.04789528 -0.08761915  0.10758280  0.21170443 -0.01829735  0.04010791 -0.10424771  0.18126230  0.10965822  0.31056481 -0.08620451 -0.11839295 -0.13101975 -0.06260264 -0.10747346 -0.04295036 -0.01455092  0.05092667 -0.05800377 -0.11411946 -0.11901053  0.12597017 -0.19098089 -0.15056046  0.01659201  0.02144678 -0.14425978 -0.12958493 -0.18368237  0.10416721  0.12853925  0.06425730  0.09560881 -0.10559609  0.01478310 -0.03673112  0.09851212 -0.33344210 -0.14191733  0.16177349
  96840    250     0.14041223  0.06707253  0.13920065 -0.20163809  0.13216488 -0.15193575 -0.00753686  0.08237614 -0.21901974 -0.12435850  0.23605533  0.06398997 -0.01315966 -0.06867099 -0.13787157  0.04736784 -0.13621439 -0.02850264  0.04157909 -0.10459544  0.01787205 -0.25941055 -0.10195149 -0.08760568  0.06709828 -0.00410981  0.20887773 -0.07741841  0.00345704 -0.05554393 -0.19050712 -0.19834169  0.03174678 -0.01167387  0.16137932  0.15885391  0.07776840  0.18334016  0.08614665 -0.06441696 -0.00733211  0.13966880 -0.10363006 -0.16448934 -0.09776976  0.12171137 -0.23492316 -0.02852628 -0.05920317  0.07235365 -0.11998645 -0.11175716 -0.09727296 -0.06788423  0.13632722  0.15263342  0.07800201  0.07717629 -0.03942137  0.03089096  0.03341958 -0.19411745  0.03419568 -0.28441451
  97757    917    -0.02715965 -0.20713948  0.23302925 -0.18978547  0.01142833 -0.20165930 -0.03276593 -0.00548402 -0.06394716  0.02238171  0.00636991  0.18457220 -0.33727066  0.06443189  0.16381217 -0.10627887 -0.01952676 -0.12215917 -0.03270426 -0.00290539  0.02324634  0.01577139 -0.16925167  0.03166208 -0.01018230 -0.03150107  0.00710099 -0.13262278  0.08780483  0.19659119  0.20882648 -0.03155791 -0.16730671 -0.01121164 -0.02158925 -0.09986152 -0.10291671  0.02093761  0.03276207  0.33302797 -0.15885669  0.08672602 -0.26338383  0.01385813  0.12763718 -0.03601381  0.11986335 -0.09855081  0.04939498 -0.00992549  0.19295026 -0.05117874  0.03298138  0.00457255 -0.02358272  0.02932214  0.02519600 -0.28781478  0.00765248  0.00197364  0.00662185  0.00421233 -0.15101197 -0.12656484
  98399    642    -0.19494092 -0.16354200  0.04053074 -0.17733435  0.11123798  0.18739288  0.01830325 -0.08962579  0.01930848  0.14871848 -0.02148519 -0.12598553  0.20625913  0.07022562  0.12477907  0.05355902 -0.04205685  0.00297623  0.13055251  0.00278253 -0.02190950  0.02647832 -0.35790453 -0.09999530 -0.15570901 -0.16071254 -0.13112392 -0.27055713  0.02214375 -0.06165436  0.22815939  0.02988128 -0.01222976 -0.01354100  0.14310392 -0.09880721 -0.16776622  0.04848170  0.01465863 -0.11937621  0.09754911 -0.04727041 -0.01931936 -0.18570692 -0.09774459 -0.06254484 -0.12453078 -0.01855528 -0.22249350 -0.15414812 -0.04434088  0.14862876 -0.01004528  0.03229631 -0.24654960  0.11760902 -0.06567902  0.08965339 -0.08522818  0.13922932  0.01132945 -0.08995505  0.10398066 -0.05631282
  99637    1238   -0.04376596  0.03486275 -0.08958342  0.12438243  0.10473360 -0.02893565  0.14312288  0.18685207 -0.31701719  0.00343280 -0.05317286  0.02258904 -0.05741348 -0.19325385  0.05877811 -0.05964764  0.16632548  0.09364698 -0.08851515  0.16199097 -0.02486722  0.06796813 -0.11788733  0.00914545  0.01346944  0.04823832 -0.00399765 -0.17969584  0.20337297  0.18008045  0.02332066 -0.04429997  0.07248990 -0.08351194  0.02668365 -0.13644285 -0.08190616 -0.13586351  0.16946715  0.16061346  0.03738339  0.11904783  0.20984736 -0.07459891 -0.09085084 -0.19221133  0.05186866  0.01112298 -0.06876200  0.14201208  0.00807328 -0.03192086  0.10314880  0.17818911  0.23353244  0.03959555 -0.11526918  0.24468226  0.10863065 -0.13274256 -0.07776593 -0.27523926  0.07585716  0.12159941
  100714   1077    0.12826949  0.06181215 -0.05179509  0.07441038  0.00446184  0.16462507  0.02358644 -0.00704868 -0.02958048  0.07876569 -0.11258488  0.10756106 -0.26640180  0.04307764  0.22044546  0.06274122 -0.08678071  0.27836854  0.15142234 -0.02754487  0.18767906 -0.00805378  0.13011585  0.19560501  0.10810424 -0.11348449  0.00912237 -0.11219565 -0.07136332  0.01597592  0.27448638  0.03478230 -0.19773863  0.11026352  0.13484377  0.23237386  0.11280754  0.03413945  0.01432418  0.09822672 -0.11594069 -0.05617155  0.03020782  0.10541243 -0.20799955  0.13065988 -0.26853225  0.09282163  0.03234745 -0.01217379 -0.03848815 -0.05797357 -0.12716773  0.07925525  0.08095834 -0.06517043 -0.12271802  0.03351661  0.05154863  0.20506522 -0.16619435 -0.01928052  0.14057019  0.06301379
  106590   5876   -0.11491850 -0.01802404  0.03983755 -0.10011489 -0.18505666  0.08939557  0.12805609 -0.02026717 -0.17907557 -0.02624520 -0.03206696  0.16055588 -0.08077456  0.07571241 -0.19722093  0.06623189  0.02578571  0.28694405 -0.14867255  0.04004286 -0.07416711 -0.22791852 -0.03490780  0.15313457 -0.18842718 -0.00961812  0.03383438  0.13810847 -0.07086020 -0.08426115  0.00763752  0.19409712 -0.10365844 -0.05695796 -0.22497215 -0.20376286 -0.05691199 -0.03469300  0.00992980 -0.12992523 -0.03402370 -0.00756871  0.05673161 -0.11637133  0.08472002  0.07508548  0.17838082 -0.02637414 -0.05113368 -0.13779422  0.06444893 -0.14649235 -0.04622274  0.10446236  0.16305287  0.00001736 -0.02877212 -0.02397064  0.05830796  0.25439608  0.13014916  0.03527630  0.31885148 -0.19785348
  107881   1291    0.00128810 -0.11465170 -0.19037989 -0.12395432  0.10955991  0.40878106  0.17569309  0.19742225  0.05400880 -0.10368646  0.13916978  0.08640963 -0.20514615 -0.02457461 -0.16943114 -0.11678174  0.09207883 -0.05959838  0.14057963  0.13721145  0.25003802  0.07710855 -0.12819086  0.04897223 -0.05163446 -0.08756159  0.07677999  0.00856437 -0.23429302  0.09175097  0.05726885  0.05845034  0.12690449 -0.17438796  0.03558496  0.09224237  0.02430067  0.27940620  0.05481122 -0.08294112  0.13781429  0.09735638  0.02928676  0.11979464  0.12833459  0.01741407  0.21743718  0.13795116  0.03990434  0.04399805  0.02742753 -0.02241126  0.01659657  0.02348118 -0.00828385  0.03142387  0.14747189  0.04614436 -0.08309579 -0.01365903 -0.06074376  0.04611628 -0.14517229 -0.02032135
  108459   578     0.07601378 -0.03307442  0.07315608  0.02813510 -0.08413871 -0.16319369  0.28159501  0.05889115  0.31919005 -0.22245477  0.07682969 -0.25129015 -0.20123940  0.16521624  0.04627035  0.10034949  0.08554444  0.05483220 -0.06114818 -0.17858261 -0.10832160  0.27430657 -0.00748466 -0.14063526 -0.18533035  0.13437601  0.14486996 -0.00364813 -0.02156321  0.06965466  0.00513084 -0.09864169 -0.09760498  0.07602032 -0.09912448  0.11028165 -0.08531559 -0.03991572  0.08350592 -0.06827059  0.01567720  0.08750210  0.10612798  0.05391618 -0.13962530  0.04990147  0.06691974  0.00239985 -0.21994706 -0.06138877  0.14750710  0.10873116  0.02939176 -0.08150479  0.15215498  0.02827082  0.05637831  0.09766274 -0.09798583  0.23634088 -0.10809249 -0.12034089 -0.02254719 -0.02161559
  110463   2004   -0.14380525  0.10683442 -0.00713017  0.10773388 -0.10915186  0.04102043  0.06327636  0.18140055 -0.00214110 -0.11949507 -0.08767135  0.00803079  0.04711243  0.14155407  0.01568405  0.06914832  0.26082650 -0.14427366  0.02498515 -0.08149533  0.03369653 -0.01497230  0.07800268 -0.00130917  0.30934364 -0.18344133 -0.03837747 -0.21187113 -0.32252216  0.10552596 -0.08084457 -0.09367419  0.06870258 -0.10945678 -0.10595091 -0.19279816  0.07218438 -0.18260158  0.06853477 -0.04495920  0.12096128 -0.12973440 -0.29190611  0.03472855 -0.23514963  0.11319507 -0.03759560 -0.01657949  0.03115077 -0.19696873  0.09800492 -0.18044696  0.09564084 -0.08504251 -0.03684450  0.11425889 -0.05424402 -0.06374623  0.06006934 -0.01269762  0.02145326 -0.14324311  0.01833715 -0.06190830
  114759   4296   -0.00018775  0.01374757  0.07691301 -0.04035597  0.04285940 -0.16416956  0.03764533  0.14229482  0.04500684 -0.15865518  0.15343618 -0.10229151  0.11285212  0.12875680  0.35638157 -0.06172444  0.20042854  0.03749630  0.31055119  0.19118153 -0.00384266 -0.17768595 -0.10979891  0.14049859  0.02490828  0.01047944  0.13730174  0.13019461 -0.02425248 -0.03465802 -0.04550649  0.01312095 -0.03989661 -0.16259082 -0.05964389 -0.09728388 -0.17627065 -0.09293377 -0.07782855  0.06723684  0.16777691 -0.04408490 -0.08639456  0.22510148  0.11809176 -0.00805063 -0.14867315 -0.03432489 -0.03493344  0.22365143 -0.02172186  0.01130778 -0.21427388  0.04791562  0.03138005 -0.18612181  0.00480726  0.12185399 -0.12005523  0.02974638  0.13957271  0.13427221  0.14305424  0.03587172
  115322   563     0.01080231  0.30455413  0.05271859 -0.00105692 -0.11600756  0.00768836 -0.00430780 -0.24305785  0.20679098 -0.00821958  0.06354757  0.23208373  0.11286829 -0.08933002  0.04585291 -0.10386272  0.06455703 -0.04491921 -0.01149319  0.25326286 -0.14311657 -0.03097296 -0.11115193  0.07943674  0.07712123  0.07881012  0.11932927 -0.03177967 -0.13395483  0.23092206 -0.08480460  0.02890669 -0.27254894  0.09980301  0.16027308 -0.12781945  0.09850824  0.08564248  0.12050441  0.07433802  0.24252355  0.08400853  0.21939901 -0.13270984  0.08806079  0.16918199 -0.12174460 -0.00322083 -0.03138888 -0.20492365  0.05877065  0.08377886  0.04981330  0.11415126  0.06399376  0.10685044  0.03769548 -0.09374977 -0.15173805 -0.02292499 -0.05578069  0.02854149 -0.05992101  0.09048033
  119433   4111   -0.05667308  0.08481722 -0.07391830 -0.20428307  0.00106520 -0.22101682  0.05570791 -0.00457099 -0.10322663  0.10406189 -0.13151781  0.02305897 -0.12726492 -0.02891183 -0.00779649 -0.18117711 -0.03783019 -0.27690781  0.09131276  0.14886766  0.05228732 -0.08110052  0.20172328 -0.09599947 -0.21703355 -0.01727130 -0.06722294 -0.22809830 -0.31247901 -0.17793032  0.03818827 -0.00829912  0.10104738  0.18792158  0.00424320  0.15253383  0.11017758 -0.06699979 -0.20076574  0.03425844  0.07516114  0.01255560 -0.01255688 -0.08570337  0.07500795  0.04869105  0.13394336 -0.07081754 -0.14568277 -0.09478754  0.15468633  0.10205110 -0.14017152 -0.02390529  0.19784837 -0.12366882 -0.12969697  0.14500317 -0.06333133 -0.05496761  0.10064970 -0.05366035  0.08417013  0.15239265
  120500   1067    0.06532332  0.25924253  0.10885563  0.13147001 -0.00186432  0.05424478 -0.19357807  0.26247534 -0.14860492  0.07112348 -0.06274785 -0.13233717 -0.02469453  0.18888390 -0.19337428 -0.06387983  0.10987111 -0.07219538  0.05476661 -0.14314232 -0.11233032  0.00019401 -0.04535392  0.06419039  0.13857714 -0.05948482 -0.19387601  0.05994683 -0.00799990 -0.10178173  0.15364522  0.17726004 -0.02456415  0.12215075  0.17201201  0.09986068 -0.22575980 -0.06319312  0.00178515  0.13056281  0.19336528  0.15078889  0.06330895  0.00675897  0.04394944 -0.03027445  0.10950282 -0.17739309 -0.09396397  0.00466773 -0.08529814  0.08757922 -0.16234383 -0.01971652  0.15766687  0.23276800  0.22348155 -0.07015516  0.07445011  0.14284575 -0.03789989  0.13423408 -0.08568434 -0.00289403
  121266   766     0.03008625  0.01833567  0.03259671 -0.00477890 -0.13499548  0.03792030  0.13487594 -0.10246792  0.14577852  0.07519974 -0.30036669 -0.03332461 -0.01351293 -0.02005062 -0.26306596 -0.03505659  0.08739715  0.05474596  0.26839311  0.09876447  0.06251595 -0.20934638 -0.01717531 -0.09219112  0.01697811 -0.08613259  0.19505496  0.06140138  0.26042570 -0.04056276 -0.09589560  0.01510078 -0.04772233 -0.04324618  0.24974404  0.10706170 -0.07211737 -0.11700400 -0.12278591 -0.02098055  0.02190490 -0.06454207 -0.16752753  0.14250091  0.00867002  0.00793483  0.03626984 -0.01912336 -0.08080791  0.11226909  0.15847844  0.08912829  0.28565019  0.08123154  0.09919833  0.15610652 -0.29870814  0.02913301  0.05673941  0.03226598  0.00684205  0.03229527 -0.15835608 -0.14273186
  122806   1540   -0.09946538  0.12197761  0.08667525  0.03938055 -0.27167505  0.02420761  0.08811158  0.01173619 -0.13009491 -0.01302305  0.22225034 -0.27095503 -0.30490839 -0.02980294 -0.03936707  0.14836868  0.01092097 -0.14406902  0.03665134 -0.02806551  0.02860919 -0.01405207 -0.17928761  0.05560465 -0.08081401  0.13741164 -0.04095144  0.08865610 -0.11638346  0.05601722  0.07261070 -0.11351397 -0.02149387  0.06934123  0.11935543 -0.04660883 -0.14337797  0.03277513 -0.17753989 -0.00289615 -0.14895936 -0.11523180  0.05635985 -0.14844846 -0.09105844  0.09585450 -0.10018371  0.17468309  0.00362112 -0.03634591 -0.12295594 -0.15216209  0.08084964  0.13798117 -0.04874825  0.09247452 -0.14788806  0.07796140  0.08232945 -0.24223061  0.18893714  0.27358681 -0.08138245  0.13135162
  127213   4407   -0.12925494 -0.18036726 -0.25161046  0.03926205  0.01155743 -0.03428142 -0.02031531  0.10862071 -0.10938460 -0.16450497 -0.17791711  0.04977816 -0.01605912  0.09911847  0.00037060 -0.01344178 -0.15249926 -0.23638355  0.03958687  0.19205019 -0.14443239  0.00551103  0.18050982  0.00130351  0.09628566  0.11918476  0.13107566  0.09683326 -0.08043927  0.14541203  0.13705500  0.02295539 -0.02393599  0.10448282  0.10865390 -0.24875494 -0.11847503 -0.01028407  0.06885393 -0.19328156 -0.24170253  0.02091174  0.02297667 -0.04432338 -0.06930886 -0.05672704 -0.11467895 -0.04169585  0.04818276  0.01543621 -0.12187077  0.18959543 -0.07069098 -0.09751896  0.11566660  0.07989070 -0.08332964  0.09144418 -0.17327326  0.01050915 -0.21330174  0.21901234 -0.02289077 -0.26118529
  130633   3420    0.17078231 -0.02739721 -0.02229354 -0.20331446 -0.06214196 -0.02873231  0.01397719 -0.27116759 -0.08445804 -0.02302507 -0.06199639 -0.14621654  0.00292097 -0.10212411  0.01884720  0.08270287  0.14281672 -0.03142159  0.21285086  0.11132716 -0.01486288  0.01467587  0.08228680 -0.12616746 -0.07057200  0.02943401 -0.04390630  0.08701963  0.12261758 -0.01163776  0.13872273 -0.02107653  0.32546877 -0.08032073 -0.08363568 -0.18984483  0.16760811  0.06787326 -0.10513644  0.18953935  0.03353491  0.16400179  0.10454069  0.25730029 -0.21807037 -0.05648175 -0.09405609  0.00672940 -0.03701756 -0.28056346 -0.03740237 -0.14170368 -0.02873204  0.02223914  0.10779084  0.17195840  0.20277430 -0.11848721  0.03787334 -0.01801526 -0.11350266  0.12213197  0.10993347 -0.07837077
  133548   2915    0.15238780  0.05388675 -0.10058047  0.02862621  0.15116096 -0.14370623 -0.06418242 -0.04533361 -0.09890116 -0.05267996 -0.03202259  0.04094658  0.18364177  0.08459956 -0.00269818 -0.02673034 -0.08595689  0.10927500  0.13693578 -0.04002893 -0.03626651  0.10831631 -0.04096184  0.14027333 -0.15026221  0.15033084  0.09026414  0.09876912  0.02551614  0.09987798  0.02235902  0.15465250  0.00519444 -0.00889243  0.15722012  0.10036053 -0.27032190  0.02401931  0.05355775 -0.01350968  0.16446262  0.01800180 -0.15405730 -0.06138359 -0.27818367  0.05909423  0.28214287  0.28106060  0.09245343 -0.28380097  0.11433939 -0.14466764 -0.16855721 -0.10904706 -0.01367718 -0.12401816 -0.18776550 -0.05989602  0.02504765 -0.22200600  0.00799676 -0.05756874 -0.04580073 -0.07102056
  134661   1113    0.26092178 -0.03694176 -0.18340163  0.18223927  0.02583647 -0.03490162  0.02959152  0.05809377 -0.09182076  0.15299243  0.05364594 -0.05831312  0.02356722  0.07206676 -0.05638678 -0.22664347 -0.11968596 -0.10391282 -0.12884366  0.07919315 -0.13220249 -0.03317238 -0.06876575 -0.02534279 -0.01281167 -0.05961921  0.30111795  0.00481633 -0.10971271 -0.12165853  0.05948181 -0.04952774 -0.18691654 -0.08427931 -0.02480045 -0.14900074 -0.02433771  0.08284265 -0.19391039  0.00116757  0.01616246  0.20799215 -0.08272998  0.04648115 -0.01065084  0.00765882 -0.05920916  0.06069535 -0.25393797  0.06475684  0.05990521 -0.15796155  0.18464409 -0.19330551 -0.22303349  0.03867490 -0.00918206 -0.06758487  0.21913453  0.06693221 -0.15439330  0.05549434  0.19706333  0.21759784
  143131   8470   -0.08995743  0.07416694  0.04643387  0.03294279  0.00438897  0.06604819  0.34829058 -0.18879697 -0.06807891 -0.20959136  0.05294966  0.17157215 -0.09936876 -0.08469706 -0.09982624 -0.07948884  0.04385747  0.05802673  0.03054581 -0.15875780  0.02288840  0.20331088  0.19094000  0.13396539  0.04543794 -0.01872435 -0.09790797  0.05068763 -0.03377343 -0.17154366 -0.16488949  0.04796670 -0.01589587 -0.10171650  0.16656419 -0.12426885 -0.00717035 -0.03626676  0.00150056  0.21494792  0.00139815  0.13000384 -0.15107682 -0.06217801  0.02188386 -0.21686611 -0.08553883  0.03071294 -0.34251860 -0.01352168 -0.23879940  0.18714967 -0.12947891 -0.08953613 -0.14694594 -0.11625737 -0.11709794 -0.11810770 -0.00288640 -0.06112090  0.01986146  0.03273624 -0.00826137 -0.04771032
  147428   4297    0.01068433 -0.00926564  0.01822216  0.02556179 -0.01833860 -0.09579621  0.08546746 -0.04787509  0.00732823  0.11164867 -0.13697928  0.09316615 -0.06626906 -0.14355211  0.12095552  0.25950652  0.06747599 -0.16995920  0.13817930  0.01168910 -0.07860778 -0.18713646 -0.14968666 -0.00412591  0.10355750 -0.02471230  0.06965995  0.16524690 -0.08364111  0.04924676 -0.17522772 -0.13809761  0.16804288  0.19390101 -0.11965664  0.05998312 -0.03360606  0.10442258  0.20083675  0.07622389  0.02373513  0.01775199 -0.01702471 -0.08549628  0.05355815 -0.13683916  0.27216783  0.11873170  0.02767070 -0.01621397 -0.17008940  0.00658088 -0.16667084 -0.02698981 -0.19751762  0.04218272 -0.16581478  0.04664156  0.16506836  0.36913533 -0.18005179  0.04166755 -0.03684028  0.16006164
  152313   4885   -0.11667426 -0.04839835  0.18203944 -0.00934006 -0.14298919  0.02637375 -0.17615491 -0.01593425  0.02480351  0.13675101  0.04437317  0.01765010  0.17582291 -0.00903191 -0.02995653  0.01981485 -0.07159357  0.02455896  0.04597485  0.12505938  0.23507198 -0.04809710  0.15117777  0.10255585 -0.15853904 -0.00185171  0.23160083 -0.10264762 -0.14167526  0.02212056 -0.09295086 -0.13021517 -0.09554236 -0.04344056  0.11430646 -0.01183584 -0.12014737 -0.15978458  0.11682992 -0.02765718 -0.19665680 -0.13142057 -0.05189263  0.03948467 -0.13136820 -0.31154864  0.10591587  0.16220538 -0.22495883 -0.04968010 -0.11004471 -0.06183660  0.00806901  0.03120431  0.18667644 -0.03225295  0.39236290 -0.03773691  0.04872119  0.05425234 -0.05148670 -0.00213792 -0.12670086  0.13649888
  164923   12610   0.16927734  0.12373584  0.14492798  0.07989897  0.09905938 -0.08541679 -0.22245804  0.02474436 -0.10596612 -0.03328314 -0.13033381  0.01811161 -0.10983606  0.19532515 -0.14599084  0.03364165  0.03928040  0.02046880  0.17960392  0.21098153 -0.03577663  0.31577897 -0.13956872  0.17835499 -0.21678075 -0.12379036 -0.01005518 -0.06436149 -0.12051933 -0.05404464 -0.26421478 -0.14289240  0.07676177 -0.04696438  0.03477645 -0.14425881  0.07134175  0.01136187 -0.05401620 -0.11460025 -0.23444022  0.01621080  0.20532648  0.10806257 -0.04496640  0.09627250  0.02593941 -0.18442718  0.02718365  0.03045262 -0.05661024  0.02730564 -0.00687731  0.17239463 -0.20734266 -0.10189742 -0.10972951 -0.09171002 -0.01581649  0.08086683 -0.00198467 -0.13537994 -0.07680091 -0.08495311
  166466   1543   -0.32779383 -0.00952474  0.19653319 -0.12775659  0.11922829  0.08922859  0.09239350  0.19583619 -0.09426895  0.05028644 -0.05026634  0.03105462  0.04219544  0.06020805  0.00963688  0.06855372 -0.07799404 -0.13264814  0.15786524  0.05969457 -0.21881881  0.17974996  0.04419903 -0.10388700 -0.00610105  0.05408839  0.07697313  0.26799415  0.12468231 -0.07496236 -0.00978668  0.20144901 -0.10833815  0.14795486  0.11426253 -0.00030915  0.37824608 -0.08989122  0.10527852  0.06207280 -0.01630342 -0.04264280 -0.02387021  0.02850218 -0.09322053  0.18198073  0.05188023  0.13018806 -0.15567959  0.16101895  0.13677735 -0.22454914 -0.02250503  0.09095609 -0.13760997 -0.01214294  0.13209192  0.01991938  0.01235471 -0.05712111 -0.04680070 -0.04717072  0.03594991  0.06229828
  168416   1950    0.14062306  0.01584552 -0.00044399 -0.13096800 -0.12820667  0.14867673  0.01421468  0.01538585  0.01032558 -0.04177515  0.03320443  0.04485846  0.13199663  0.02887889 -0.25800500 -0.09298312  0.15130939 -0.06919696  0.10022256 -0.04186004  0.01535508  0.06108763 -0.22550170 -0.10478453  0.00563105  0.16105452  0.02468662  0.04211806  0.10162555  0.00974098  0.16456127 -0.18435266 -0.26335732 -0.10853894 -0.09341243 -0.06497340  0.21461078 -0.16159401 -0.02500944 -0.02462938 -0.18610940 -0.01051828 -0.20682751 -0.03599688 -0.01720299  0.05974956  0.05556604 -0.02606135  0.20335405 -0.07601184 -0.09887332  0.28468645 -0.33727519 -0.01531825  0.07138107 -0.05160318 -0.00890010  0.10738590  0.18274548 -0.06021074 -0.08341466 -0.09182215  0.07113911  0.19380511
